iter	Passed	Remaining
1666	68882	13759
1667	68917	13717
1668	68953	13674
1669	68991	13633
1670	69033	13591
1671	69068	13549
1672	69110	13508
1673	69147	13465
1674	69184	13423
1675	69224	13382
1676	69262	13340
1677	69300	13298
1678	69336	13256
1679	69374	13214
1680	69417	13173
1681	69455	13131
1682	69490	13088
1683	69526	13046
1684	69561	13004
1685	69602	12962
1686	69639	12920
1687	69675	12878
1688	69711	12836
1689	69746	12793
1690	69789	12752
1691	69823	12710
1692	69858	12667
1693	69892	12625
1694	69928	12582
1695	69971	12542
1696	70005	12499
1697	70041	12457
1698	70076	12415
1699	70114	12373
1700	70161	12332
1701	70199	12291
1702	70239	12249
1703	70275	12207
1704	70313	12165
1705	70358	12125
1706	70395	12083
1707	70427	12040
1708	70467	11998
1709	70505	11957
1710	70548	11916
1711	70585	11874
1712	70622	11832
1713	70660	11790
1714	70700	11749
1715	70741	11707
1716	70779	11666
1717	70815	11624
1718	70853	11582
1719	70888	11539
1720	70929	11498
1721	70963	11456
1722	71000	11414
1723	71035	11372
1724	71074	11330
1725	71114	11289
1726	71150	11247
1727	71190	11205
1728	71231	11164
1729	71263	11122
1730	71306	11081
1731	71344	11039
1732	71386	10998
1733	71421	10956
1734	71457	10914
1735	71497	10872
1736	71533	10830
1737	71569	10789
1738	71604	10746
1739	71639	10704
1740	71676	10662
1741	71725	10622
1742	71762	10581
1743	71796	10539
1744	71833	10497
1745	71870	10455
1746	71909	10413
1747	71947	10372
1748	71985	10330
1749	72022	10288
1750	72057	10246
1751	72098	10205
1752	72137	10164
1753	72173	10122
1754	72209	10080
1755	72246	10038
1756	72291	9998
1757	72330	9956
1758	72367	9915
1759	72408	9873
1760	72443	9831
1761	72484	9790
1762	72523	9749
1763	72560	9707
1764	72598	9666
1765	72635	9624
1766	72678	9583
1767	72712	9541
1768	72750	9499
1769	72790	9458
1770	72827	9417
1771	72869	9376
1772	72905	9334
1773	72941	9292
1774	72976	9250
1775	73012	9208
1776	73052	9167
1777	73090	9126
1778	73126	9084
1779	73163	9042
1780	73201	9001
1781	73242	8960
1782	73279	8918
1783	73318	8877
1784	73356	8835
1785	73392	8793
1786	73434	8753
1787	73470	8711
1788	73505	8669
1789	73541	8627
1790	73578	8586
1791	73620	8545
1792	73655	8503
1793	73692	8461
1794	73732	8420
1795	73768	8379
1796	73812	8338
1797	73851	8296
1798	73886	8255
1799	73923	8213
1800	73959	8172
1801	74000	8131
1802	74036	8089
1803	74073	8047
1804	74109	8006
1805	74145	7964
1806	74187	7923
1807	74224	7882
1808	74262	7840
1809	74298	7799
1810	74333	7757
1811	74382	7717
1812	74419	7675
1813	74455	7634
1814	74492	7592
1815	74529	7551
1816	74572	7510
1817	74607	7468
1818	74644	7427
1819	74679	7385
1820	74718	7344
1821	74761	7303
1822	74799	7262
1823	74835	7221
1824	74873	7179
1825	74912	7138
1826	74955	7097
1827	74991	7056
1828	75031	7015
1829	75070	6973
1830	75112	6932
1831	75154	6891
1832	75191	6850
1833	75229	6809
1834	75267	6767
1835	75304	6726
1836	75347	6685
1837	75388	6644
1838	75425	6603
1839	75461	6561
1840	75498	6520
1841	75544	6479
1842	75579	6438
1843	75617	6397
1844	75653	6355
1845	75689	6314
1846	75736	6273
1847	75795	6234
1848	75853	6194
1849	75906	6154
1850	75960	6114
1851	76014	6074
1852	76070	6034
1853	76124	5994
1854	76179	5954
1855	76242	5915
1856	76289	5874
1857	76328	5833
1858	76376	5792
1859	76417	5751
1860	76455	5710
1861	76492	5669
1862	76529	5627
1863	76572	5586
1864	76609	5545
1865	76649	5504
1866	76708	5464
1867	76762	5424
1868	76816	5384
1869	76871	5343
1870	76925	5303
1871	76975	5263
1872	77031	5223
1873	77080	5182
1874	77122	5141
1875	77173	5100
1876	77212	5059
1877	77250	5018
1878	77286	4976
1879	77325	4935
1880	77369	4894
1881	77408	4853
1882	77446	4812
1883	77491	4771
1884	77536	4730
1885	77580	4689
1886	77627	4648
1887	77672	4607
1888	77722	4567
1889	77771	4526
1890	77817	4485
1891	77865	4444
1892	77913	4404
1893	77964	4363
1894	78014	4322
1895	78065	4282
1896	78105	4240
1897	78158	4200
1898	78211	4159
1899	78256	4118
1900	78305	4077
1901	78352	4037
1902	78398	3996
1903	78444	3955
1904	78493	3914
1905	78546	3873
1906	78596	3832
1907	78642	3791
1908	78698	3751
1909	78747	3710
1910	78796	3669
1911	78846	3628
1912	78895	3588
1913	78943	3547
1914	78992	3506
1915	79039	3465
1916	79091	3424
1917	79139	3383
1918	79183	3342
1919	79230	3301
1920	79276	3260
1921	79329	3219
1922	79376	3178
1923	79421	3137
1924	79471	3096
1925	79517	3055
1926	79563	3014
1927	79609	2972
1928	79662	2932
1929	79710	2891
1930	79762	2850
1931	79805	2808
1932	79851	2767
1933	79899	2726
1934	79949	2685
1935	79995	2644
1936	80039	2603
1937	80086	2562
1938	80138	2521
1939	80188	2480
1940	80236	2438
1941	80287	2397
1942	80341	2356
1943	80393	2315
1944	80438	2274
1945	80492	2233
1946	80537	2192
1947	80583	2151
1948	80629	2109
1949	80681	2068
1950	80727	2027
1951	80774	1986
1952	80823	1945
1953	80871	1903
1954	80921	1862
1955	80963	1821
1956	81013	1780
1957	81062	1738
1958	81107	1697
1959	81156	1656
1960	81203	1614
1961	81254	1573
1962	81305	1532
1963	81353	1491
1964	81400	1449
1965	81453	1408
1966	81498	1367
1967	81545	1325
1968	81587	1284
1969	81637	1243
1970	81684	1201
1971	81733	1160
1972	81781	1119
1973	81835	1077
1974	81878	1036
1975	81928	995
1976	81976	953
1977	82021	912
1978	82068	870
1979	82115	829
1980	82161	788
1981	82207	746
1982	82258	705
1983	82308	663
1984	82352	622
1985	82405	580
1986	82458	539
1987	82504	498
1988	82553	456
1989	82599	415
1990	82646	373
1991	82694	332
1992	82740	290
1993	82788	249
1994	82834	207
1995	82883	166
1996	82926	124
1997	82974	83
1998	83019	41
1999	83068	0
